id,question_en,question_ru,answer_en,answer_ru,tags,sources,safety_level,primary_tag,merged_label
363,Is stomach swelling serious?,Kya pait ka phoolna khatarnak hai?,Severe swelling needs urgent assessment.,Shadeed phoolan par foran muaina karein.,warning_signs;abdomen,WHO,general,warning_signs,warning_signs
364,Can dengue cause vomiting blood?,Kya dengue me khooni ulti hosakti hai?,Dangerous sign of bleeding—emergency care required.,Yeh bleeding ki shadeed alamat hai—emergency care zaruri hai.,bleeding;emergency,WHO,general,bleeding,bleeding
365,Does dengue cause blood in stool?,Kya paikhane me khoon hosakta hai?,"Yes, indicates bleeding—seek emergency care.","Haan, bleeding ki nishani—emergency.",bleeding;GI,WHO,general,bleeding,bleeding
366,Is dengue dangerous for diabetics?,Kya diabetes walon ke liye dengue khatarnak hai?,"Yes, they need close monitoring due to higher risk of complications.","Haan, un me complications ka khatra zyada hota hai.",risks;comorbidities,WHO,general,risks,other
367,Is dengue dangerous for heart patients?,Kya heart patients ke liye dengue khatarnak hai?,"Yes, dehydration and stress can worsen heart conditions.","Haan, dehydration aur stress heart ko asar kar sakte hain.",risks;cardio,WHO,general,risks,other
368,Is dengue dangerous for kidney patients?,Kya gurday ke mareezon ke liye dengue khatarnak hai?,"Yes, kidney function may worsen—monitoring needed.","Haan, kidney function bigar sakta hai—nigrani zaruri hai.",risks;kidney,WHO,general,risks,other
369,Is dengue more dangerous in pregnancy?,Kya hamal me dengue zyada khatarnak hota hai?,Yes—higher risk; close obstetric follow-up required.,Haan—risk zyada hota hai; qareebi obstetric dekhbhaal zaruri.,pregnancy;risks,WHO,general,pregnancy,pregnancy
370,Can dengue cause preterm labor?,Kya dengue se time se pehle dard-e-zahoor hosakta hai?,Possible in moderate/severe disease—monitor closely.,Moderate/severe dengue me mumkin hai—nigrani zaruri.,pregnancy;complications,Clinical,general,pregnancy,pregnancy
371,Can newborns get dengue?,Kya naye paida bachay dengue ho sakte hain?,Rare but possible through mosquito bites—protect infants well.,Kam hota hai magar machar ke kaat se hosakta hai.,pediatrics;prevention,WHO,general,pediatrics,pediatrics
372,Does dengue affect breastfeeding babies?,Kya dengue breastfeeding babies ko asar karta hai?,Breastfeeding is safe; monitor mother for hydration.,Breastfeeding theek hai; maa ka hydration check rakhein.,breastfeeding;pediatrics,WHO,general,breastfeeding,other
373,How to protect babies from mosquitoes?,Bachon ko machron se kaise bachayen?,"Use nets, sleeves, and age-appropriate repellents; remove standing water.","Nets, lambe kapray, bachon ke liye mozoon repellent; ruka pani khatam karein.",pediatrics;prevention,WHO,general,pediatrics,pediatrics
374,Can children develop severe dengue?,Kya bachay severe dengue develop kar sakte hain?,"Yes, children may worsen faster—monitor warning signs carefully.","Haan, bachon me halat tez bigar sakti hai—alamat par qareebi nazar rakhein.",pediatrics;severe,WHO,general,pediatrics,pediatrics
375,Do children show different symptoms?,Kya bachon me alamat mukhtalif hoti hain?,"Children may show irritability, refusal to drink, or abdominal pain early.","Bachay chirchira-pan, pani na peena, ya pait dard dikha sakte hain.",pediatrics;symptoms,WHO,general,pediatrics,pediatrics
376,Can dengue cause seizures?,Kya dengue me fits hosakte hain?,Rare; seizures require urgent medical care.,Kam hota hai; fits par foran madad lein.,neuro;emergency,WHO,general,neuro,other
377,Does dengue make you very sleepy?,Kya dengue me bohat neend aati hai?,Extreme drowsiness is a warning sign—seek urgent care.,Hadd se zyada neend khatwarning alamat hai.,warning_signs;neuro,WHO,general,warning_signs,warning_signs
378,Is restlessness dangerous?,Kya bechaini khatarnak ho sakti hai?,Restlessness with cold skin or high pulse suggests shock.,Bechaini + thandi skin ya tez dharkan shock ki nishani hain.,warning_signs;circulation,WHO,general,warning_signs,warning_signs
379,Can dengue worsen suddenly?,Kya dengue achanak bigar sakta hai?,"Yes, especially during the critical phase between days 3–7.","Haan, khas tor par din 3–7 ke critical phase me.",timeline;critical_phase,WHO,general,timeline,timeline
380,How to monitor a dengue patient at home?,Ghar me dengue patient ko kaise monitor karein?,"Track fever, fluids, urine color, abdominal pain, vomiting, and bleeding signs.","Bukhar, maye, peshab ka rang, pait dard, ulti, bleeding—sab ko monitor karein.",home_care;monitoring,WHO,general,home_care,other
381,What signs mean I need emergency care?,Kin alamat par emergency care chahiye?,"Severe abdominal pain, persistent vomiting, bleeding, confusion, cold skin.","Shadeed pait dard, lagatar ulti, bleeding, uljhan, thandi skin.",warning_signs,WHO,general,warning_signs,warning_signs
382,Can dengue cause low urine output?,Kya dengue me peshab kam hota hai?,"Yes, dehydration or leakage reduces urine—seek advice.","Haan, dehydration ya leakage se kam hota hai.",hydration;monitoring,WHO,general,hydration,hydration
383,Does dengue cause leg cramps?,Kya dengue me taang jhatkay hotay hain?,"Yes, dehydration and inflammation contribute.","Haan, dehydration aur soozish is ka sabab hotay hain.",symptoms;muscle,Clinical,general,symptoms,symptoms
384,Can dengue cause numbness?,Kya dengue me sunnpan hosakti hai?,Rare; significant numbness requires evaluation.,Kam hota hai; shadeed ho to muaina karein.,symptoms;neuro,Clinical,general,symptoms,symptoms
385,Is dengue itchy?,Kya dengue me kharish hoti hai?,"Rash may cause mild itching, especially during recovery.",Recovery me rash halki kharish deta hai.,symptoms;skin,Clinical,general,symptoms,symptoms
386,Can dengue cause swelling under eyes?,Kya dengue me aankhon ke neeche soojan hoti hai?,Mild swelling may occur; severe swelling needs evaluation.,Halki hosakti hai; shadeed ho to muaina karein.,symptoms;eye,Clinical,general,symptoms,symptoms
387,Can dengue cause jaw pain?,Kya dengue me jabre ka dard hota hai?,Rare; generalized aches may radiate to jaw.,Kam hota hai; jism dard jabre tak mehsoos hosakta hai.,symptoms;pain,Clinical,general,symptoms,symptoms
388,Can dengue cause rib pain?,Kya dengue me pasliyon ka dard hota hai?,Muscle inflammation or coughing may cause discomfort.,Soozish ya khansi se takleef hosakti hai.,symptoms;pain,Clinical,general,symptoms,symptoms
389,Does dengue cause dizziness when standing?,Kya dengue me kharay hotay chakkar ate hain?,May indicate dehydration—drink fluids and monitor.,Ye dehydration hai—maye barhayen.,hydration;monitoring,WHO,general,hydration,hydration
390,Is low appetite dangerous?,Kya bhook na lagna khatarnak hai?,Common in dengue; danger arises if drinking becomes difficult.,Aam hai; khatra tab hota hai jab pani peena mushkil ho.,symptoms;nutrition,WHO,general,symptoms,symptoms
391,Can dengue cause salty taste?,Kya dengue me namkiya zayeqa mehsoos hota hai?,Taste changes may occur temporarily.,Zayeqa me tabdeeli aam hai.,symptoms;taste,Clinical,general,symptoms,symptoms
392,Does dengue affect smell?,Kya dengue smell ko asar karta hai?,Temporary smell changes may occur from congestion or fever.,Bukhar ya congestion se smell tabdeel hosakti hai.,symptoms;smell,Clinical,general,symptoms,symptoms
393,Can dengue cause bleeding gums?,Kya dengue me masoodon se khoon nikalta hai?,"Yes, it is a warning sign.","Haan, yeh khatwarning alamat hai.",bleeding;warning_signs,WHO,general,bleeding,bleeding
394,Can dengue cause nosebleeds?,Kya dengue me naak se khoon ata hai?,"Yes, may indicate severe dengue.","Haan, severe dengue ka ishara hosakta hai.",bleeding;warning_signs,WHO,general,bleeding,bleeding
395,Can dengue cause joint swelling?,Kya dengue me joron me soojan hoti hai?,Mild swelling may occur; severe swelling needs assessment.,Halki hosakti hai; shadeed ho to muaina karein.,symptoms;joints,Clinical,general,symptoms,symptoms
396,Can dengue cause rapid breathing?,Kya dengue me tez saans hoti hai?,"Yes, serious if accompanied by cold skin or dizziness.","Haan, agar thandi skin ya chakkar sath hon to serious hai.",warning_signs;respiratory,WHO,general,warning_signs,warning_signs
397,Can dengue cause chest discomfort?,Kya dengue me seene me takleef hoti hai?,Uncommon; must be evaluated immediately.,Kam hota hai; foran muaina karein.,symptoms;cardio,Clinical,general,symptoms,symptoms
398,Can dengue cause swelling of hands?,Kya dengue me haath sooj jate hain?,Leakage may cause swelling; requires assessment.,Leakage me soojan hosakti hai; muaina zaruri.,severe_dengue;swelling,WHO,general,severe_dengue,severe_dengue
399,Can dengue cause low temperature?,Kya dengue me jism ka darja-hararat kam ho jata hai?,Low temperature with cold skin may indicate shock—emergency.,Thanda jism + thandi skin shock ki nishani hai—emergency.,warning_signs;shock,WHO,general,warning_signs,warning_signs
400,How to know dengue is improving?,Kaise pata chale ke dengue theek ho raha hai?,"Fever settles, appetite returns, urine improves, and no warning signs appear.","Bukhar kam, bhook wapas, peshab behtar, aur khatwarning alamat ghayab honay se behtari ka pata chalta hai.",recovery;monitoring,WHO,general,recovery,recovery
401,Can dengue cause burning eyes?,Kya dengue me aankhon me jalan hoti hai?,"Yes, fever and dehydration can cause burning eyes.","Haan, bukhar aur dehydration se aankhon me jalan hosakti hai.",symptoms;eye,Clinical,general,symptoms,symptoms
402,Does dengue cause metallic smell?,Kya dengue me ajeeb smell mehsoos hoti hai?,Some patients report temporary changes in smell.,Kuch log smell me tabdeeli mehsoos karte hain.,symptoms;smell,Clinical,general,symptoms,symptoms
403,Is bone pain normal?,Kya haddi dard dengue me aam hai?,"Yes, dengue commonly causes bone and joint pain.","Haan, haddi aur joron ka dard aam hai.",symptoms;pain,WHO,general,symptoms,symptoms
404,Can dengue cause stiff neck?,Kya dengue me gardan sakht hoti hai?,Mild stiffness may occur; severe rigidity requires medical evaluation.,Halki sakhti hosakti hai; shadeed sakhti ka muaina zaruri hai.,symptoms;neuro,Clinical,general,symptoms,symptoms
405,Does dengue cause facial swelling?,Kya dengue me chehray par soojan hoti hai?,Mild swelling may occur; severe swelling is concerning.,Halki soojan hosakti hai; zyada ho to muaina karein.,symptoms;swelling,Clinical,general,symptoms,symptoms
406,Can dengue cause bitter taste?,Kya dengue me mooh ka zayeqa karwa hota hai?,Taste changes are common during fever.,Bukhar me zayeqa badalna aam hai.,symptoms;taste,Clinical,general,symptoms,symptoms
407,Does dengue cause rapid heart rate after standing?,Kya dengue me kharay hote dharkan tez hoti hai?,Often due to dehydration—monitor fluids.,Aksar dehydration se; pani barhayen.,hydration;circulation,WHO,general,hydration,hydration
408,Can dengue cause chest tightness?,Kya dengue me seena tight lagta hai?,"Chest tightness needs medical assessment, especially with fast breathing.","Seena tight ho to muaina karein, khas tor par tez saans ke sath.",symptoms;respiratory,Clinical,general,symptoms,symptoms
409,Can dengue cause swollen lymph nodes?,Kya dengue me glandain soojti hain?,Mild lymph node swelling may appear.,Halki soojan hosakti hai.,symptoms;lymph_nodes,Clinical,general,symptoms,symptoms
410,Does dengue cause heavy legs?,Kya dengue me taangen bhaari lagti hain?,"Yes, fatigue and inflammation can cause heaviness.","Haan, thakan aur soozish se bhaari lagti hain.",symptoms;fatigue,Clinical,general,symptoms,symptoms
411,Can dengue cause red palms?,Kya dengue me haathon ki hathon par surkhi hoti hai?,Rash or inflammation may cause redness.,Rash ya soozish se surkhi hosakti hai.,symptoms;skin,Clinical,general,symptoms,symptoms
412,Does dengue cause itchy palms?,Kya dengue me haath khujlate hain?,Mild itch can occur during rash phase.,Rash ke douran halki kharish hosakti hai.,symptoms;skin,Clinical,general,symptoms,symptoms
413,Can dengue cause rib pressure?,Kya dengue me pasliyan bhaari lagti hain?,May be from muscle pain or dehydration.,Muscle dard ya dehydration se hosakta hai.,symptoms;pain,Clinical,general,symptoms,symptoms
414,Does dengue cause dry throat?,Kya dengue me gala khushk hota hai?,Dry throat is common from fever and dehydration.,Bukhar aur dehydration se gala khushk hota hai.,symptoms;hydration,WHO,general,symptoms,symptoms
415,Can dengue affect digestion?,Kya dengue hazme ko asar karta hai?,"Yes, nausea, bloating, and reduced appetite are common.","Haan, ghulati, phoolan aur bhook kam lagti hai.",symptoms;gastro,Clinical,general,symptoms,symptoms
416,Can dengue cause sharp abdominal pain?,Kya dengue me teez pait dard hota hai?,Sharp abdominal pain is a warning sign—seek urgent care.,Teez pait dard khatwarning alamat hai—foran madad lein.,warning_signs;abdomen,WHO,general,warning_signs,warning_signs
417,Can dengue cause shoulder pain?,Kya dengue me kandha dard hota hai?,Muscle aches can radiate to the shoulders.,Pathon ka dard kandhay tak mehsoos hosakta hai.,symptoms;pain,Clinical,general,symptoms,symptoms
418,Does dengue cause thirst at night?,Kya dengue me raat ko zyada pyaas lagti hai?,"Yes, due to dehydration from fever.","Haan, bukhar dehydration karta hai.",symptoms;hydration,WHO,general,symptoms,symptoms
419,Does dengue cause excessive sweating?,Kya dengue me bohat paseena aata hai?,Night sweats occur with fever fluctuations.,Bukhar ke farq se raat ko paseena aasakta hai.,symptoms;fever,WHO,general,symptoms,symptoms
420,Can dengue cause swollen abdomen?,Kya dengue me pait phool jata hai?,Severe swelling suggests leakage—requires medical evaluation.,Shadeed phoolan leakage ki nishani ho sakti hai.,severe_dengue;abdomen,WHO,general,severe_dengue,severe_dengue
421,Can dengue cause dizziness after drinking water?,Kya pani peenay ke baad chakkar aate hain?,May indicate dehydration or blood pressure changes—monitor closely.,Dehydration ya BP tabdeelion se hosakta hai—nigrani karein.,hydration;circulation,WHO,general,hydration,hydration
422,Does dengue cause trembling?,Kya dengue me larzish hoti hai?,Mild trembling occurs with chills; severe requires evaluation.,Kapkapi se halki larzish; shadeed ho to muaina.,symptoms;fever,Clinical,general,symptoms,symptoms
423,Can dengue cause burning feet?,Kya dengue me paon me jalan hoti hai?,Not typical; may be dehydration or low electrolytes.,Aam nahi; dehydration ya electrolytes ki kami hosakti hai.,symptoms;electrolytes,Clinical,general,symptoms,symptoms
424,Can dengue cause bloating after meals?,Kya dengue me khanay ke baad phoolan hoti hai?,Common due to slowed digestion during illness.,Bimari me hazma slow hota hai is liye phoolan aam hai.,symptoms;gastro,Clinical,general,symptoms,symptoms
